new_id;100m_rep_id;lat (deg);long (deg);elev (m);fboritas;nuts3;Tavg;dTavg
1;26410;45.8;17.9;97;3;HU231;11;10.31
2;39204;45.8;18;95;1;HU231;11.09;10.31
3;52852;45.8;18.1;92;1;HU231;11.31;10.12
4;28484;45.8;18.2;91;1;HU231;11.33;10.19
5;7167;45.8;18.3;90;1;HU231;11.17;10.46
6;9189;45.8;18.4;92;1;HU231;11.02;10.66
7;19344;45.8;18.5;96;1;HU231;11.02;10.7
8;155341;45.9;17.7;102;1;HU232;10.71;10.03
9;78987;45.9;17.8;101;3;HU231;10.95;10.22
10;137137;45.9;17.9;100;1;HU231;10.84;9.97
11;120572;45.9;18;100;1;HU231;11.23;10.12
12;144164;45.9;18.1;110;1;HU231;11.12;10.36
13;121161;45.9;18.2;138;1;HU231;10.71;10.75
14;121564;45.9;18.3;158;1;HU231;11.16;10.19
15;76905;45.9;18.4;145;1;HU231;11.09;10.06
16;128320;45.9;18.5;121;1;HU231;10.86;10.39
17;123008;45.9;18.6;108;1;HU231;11.22;10.22
18;167547;45.9;18.8;85;3;HU231;11.14;10.53
19;207188;46;17.4;113;1;HU232;10.82;9.9
20;352876;46;17.5;129;3;HU232;10.61;10.06
21;248850;46;17.6;125;3;HU232;10.74;9.95
22;213308;46;17.7;112;1;HU231;10.9;10.11
23;244487;46;17.8;108;1;HU231;11.03;9.94
24;276433;46;17.9;108;1;HU231;11.25;9.87
25;249959;46;18;114;1;HU231;11.55;9.72
26;314968;46;18.1;143;1;HU231;11.6;10.13
27;235263;46;18.2;171;1;HU231;11.08;9.52
28;288277;46;18.3;172;1;HU231;10.74;9.17
29;246214;46;18.4;160;1;HU231;11.04;10.02
30;266999;46;18.5;161;1;HU231;10.23;10.11
31;283565;46;18.6;125;1;HU231;10.78;10.41
32;333246;46;18.7;90;1;HU231;10.87;10.74
33;362111;46;18.8;83;1;HU231;11.07;10.54
34;161088;46;18.9;84;1;HU331;11.19;10.42
35;196998;46;19;88;1;HU331;11.25;10.37
36;357185;46;19.2;106;1;HU331;10.99;10.39
37;409777;46.1;17.3;125;1;HU232;10.76;9.72
38;435411;46.1;17.4;130;3;HU232;10.74;10.08
39;556370;46.1;17.5;153;3;HU232;10.46;9.93
40;518506;46.1;17.6;154;3;HU232;10.79;9.73
41;477253;46.1;17.7;140;1;HU231;10.72;9.83
42;568026;46.1;17.8;145;1;HU231;10.64;9.79
43;441933;46.1;17.9;177;3;HU231;10.23;9.15
44;503374;46.1;18;189;3;HU231;10.73;10.94
45;563248;46.1;18.1;268;3;HU231;8.89;9.53
46;546550;46.1;18.2;343;3;HU231;8.11;7.24
47;478430;46.1;18.3;231;3;HU231;10.21;11
48;509488;46.1;18.4;197;1;HU231;10.04;11.21
49;458256;46.1;18.5;193;1;HU231;9.88;10.26
50;408002;46.1;18.6;164;1;HU231;10.38;10.85
51;413027;46.1;18.7;133;1;HU231;10.31;10.36
52;489574;46.1;18.8;91;1;HU331;10.96;10.44
53;593523;46.1;18.9;88;1;HU331;11.13;10.65
54;582319;46.1;19;101;1;HU331;11.14;10.44
55;414003;46.1;19.1;112;1;HU331;10.91;10.43
56;480377;46.1;19.2;115;1;HU331;10.94;10.4
57;470129;46.1;19.3;116;1;HU331;11;10.44
58;475291;46.1;19.4;127;1;HU331;10.87;10.48
59;685597;46.2;17.1;125;1;HU232;10.79;9.71
60;886500;46.2;17.2;142;3;HU232;10.33;9.91
61;912086;46.2;17.3;137;3;HU232;10.61;9.68
62;626547;46.2;17.4;133;3;HU232;10.56;9.98
63;760681;46.2;17.5;155;3;HU232;10.57;10.08
64;646865;46.2;17.6;176;3;HU232;10.64;9.64
65;736474;46.2;17.7;193;3;HU232;9.92;9.61
66;939288;46.2;17.8;190;3;HU231;10.54;10.36
67;651856;46.2;17.9;194;3;HU231;10.39;11.59
68;846441;46.2;18;234;3;HU231;10.66;9.55
69;617378;46.2;18.1;188;3;HU231;10.81;11.17
70;857027;46.2;18.2;228;3;HU231;10.16;11.34
71;652223;46.2;18.3;323;3;HU231;10.29;10.09
72;668110;46.2;18.4;369;3;HU231;10.51;8.2
73;862489;46.2;18.5;233;3;HU231;10.27;10.77
74;899390;46.2;18.6;212;3;HU233;9.79;9.31
75;728045;46.2;18.7;123;1;HU233;11.25;10.07
76;662736;46.2;18.8;86;1;HU233;10.89;10.59
77;828218;46.2;18.9;90;3;HU331;11.23;10.35
78;900113;46.2;19;112;1;HU331;10.91;10.61
79;787624;46.2;19.1;140;1;HU331;10.86;10.19
80;777674;46.2;19.2;125;1;HU331;10.89;10.45
81;732898;46.2;19.3;125;1;HU331;10.89;10.47
82;859229;46.2;19.4;130;1;HU331;10.81;10.42
83;517280;46.2;19.5;130;1;HU331;10.84;10.32
84;808377;46.2;19.6;127;3;HU331;10.83;10.33
85;946683;46.2;19.7;119;3;HU333;10.86;10.37
86;803724;46.2;19.8;108;3;HU333;10.76;10.17
87;708887;46.2;19.9;91;1;HU333;11.02;10.23
88;885620;46.2;20;81;1;HU333;10.98;10.18
89;704800;46.2;20.1;75;1;HU333;11.14;10.33
90;814556;46.2;20.2;76;1;HU333;11.15;10.26
91;849493;46.2;20.3;77;1;HU333;11.15;10.29
92;719963;46.2;20.4;78;1;HU333;11.17;10.35
93;932047;46.2;20.5;80;1;HU333;11.16;10.33
94;775059;46.2;20.6;84;1;HU333;11.15;10.35
95;886287;46.2;20.7;86;1;HU333;11.15;10.36
96;1167470;46.3;16.9;177;3;HU232;10.43;9.99
97;1072921;46.3;17;171;1;HU232;10.27;9.09
98;1102744;46.3;17.1;162;1;HU232;10.08;10.12
99;1162754;46.3;17.2;161;3;HU232;10.13;10.02
100;1303961;46.3;17.3;156;3;HU232;10.43;9.89
101;1349154;46.3;17.4;140;1;HU232;10.68;9.94
102;1203470;46.3;17.5;154;3;HU232;10.52;10.41
103;1283896;46.3;17.6;179;1;HU232;10.31;10.16
104;1288990;46.3;17.7;187;3;HU232;10.23;10.05
105;1123470;46.3;17.8;200;3;HU232;10.56;9.82
106;1264287;46.3;17.9;195;3;HU232;10.34;9.84
107;1214535;46.3;18;187;3;HU231;10.47;9.57
108;1259425;46.3;18.1;161;1;HU231;10.92;9.65
109;1219851;46.3;18.2;179;3;HU231;11.15;9.96
110;1234199;46.3;18.3;206;1;HU231;10.33;11.28
111;1134721;46.3;18.4;192;1;HU233;10.71;11.05
112;1239399;46.3;18.5;150;1;HU233;11.16;10.09
113;1084603;46.3;18.6;169;3;HU233;10.38;10.53
114;1169254;46.3;18.7;126;1;HU233;11.37;9.44
115;1135199;46.3;18.8;87;1;HU233;10.68;10.86
116;1114534;46.3;18.9;91;3;HU233;11;10.27
117;1169826;46.3;19;97;1;HU331;10.83;10.99
118;1140284;46.3;19.1;141;3;HU331;10.84;10.16
119;1200453;46.3;19.2;143;3;HU331;10.98;9.95
120;1174818;46.3;19.3;137;1;HU331;10.76;10.47
121;1196052;46.3;19.4;138;1;HU331;10.72;10.42
122;1261352;46.3;19.5;129;1;HU331;10.79;10.48
123;1291513;46.3;19.6;128;3;HU331;10.65;10.4
124;1056446;46.3;19.7;119;3;HU333;10.81;10.34
125;1296244;46.3;19.8;105;1;HU333;10.92;10.25
126;982190;46.3;19.9;92;1;HU333;10.94;10.23
127;1095730;46.3;20;84;1;HU333;11.06;10.09
128;1136443;46.3;20.1;77;1;HU333;11.1;10.23
129;1206849;46.3;20.2;76;1;HU333;11.14;10.2
130;1368127;46.3;20.3;76;1;HU333;11.16;10.23
131;967645;46.3;20.4;76;1;HU333;11.16;10.32
132;1186994;46.3;20.5;80;1;HU333;11.12;10.35
133;1343063;46.3;20.6;85;1;HU333;11.07;10.31
134;1047370;46.3;20.7;88;1;HU333;11.08;10.35
135;1242240;46.3;20.8;93;1;HU332;10.93;10.35
136;1227603;46.3;20.9;98;1;HU332;10.93;10.39
137;1268058;46.3;21;97;1;HU332;10.97;10.46
138;1333585;46.3;21.1;97;1;HU332;11.02;10.43
139;1715828;46.4;16.8;148;1;HU223;10.66;10.04
140;1468901;46.4;16.9;156;1;HU223;10.5;10.38
141;1716224;46.4;17;171;3;HU223;10.01;10.19
142;1670448;46.4;17.1;185;1;HU232;10.27;9.29
143;1793559;46.4;17.2;158;3;HU232;10.41;9.72
144;1675358;46.4;17.3;159;3;HU232;10.48;9.63
145;1484417;46.4;17.4;154;1;HU232;10.49;9.98
146;1524404;46.4;17.5;156;3;HU232;10.44;10.02
147;1449657;46.4;17.6;166;1;HU232;10.51;9.75
148;1619902;46.4;17.7;158;1;HU232;10.75;9.69
149;1614980;46.4;17.8;153;1;HU232;10.73;9.79
150;1585321;46.4;17.9;143;1;HU232;10.59;9.76
151;1799346;46.4;18;137;1;HU232;10.9;9.7
152;1691626;46.4;18.1;132;1;HU233;10.84;9.46
153;1779219;46.4;18.2;140;1;HU233;10.91;10.48
154;1620482;46.4;18.3;192;3;HU231;9.91;9.57
155;1676930;46.4;18.4;201;1;HU233;10.95;9.21
156;1590878;46.4;18.5;158;1;HU233;10.51;10.19
157;1570472;46.4;18.6;125;1;HU233;10.34;10.82
158;1455780;46.4;18.7;105;1;HU233;11;9.83
159;1520794;46.4;18.8;89;1;HU233;10.94;9.96
160;1666961;46.4;18.9;89;1;HU331;10.87;10.12
161;1565869;46.4;19;87;1;HU331;11.05;10.41
162;1826925;46.4;19.1;91;1;HU331;10.9;10.91
163;1749119;46.4;19.2;119;3;HU331;10.95;10.65
164;1481873;46.4;19.3;135;3;HU331;10.88;10.17
165;1729339;46.4;19.4;135;3;HU331;10.85;10.15
166;1611707;46.4;19.5;127;1;HU331;10.79;10.44
167;1734573;46.4;19.6;127;3;HU331;10.74;10.28
168;1632430;46.4;19.7;114;3;HU331;10.87;10.32
169;1688800;46.4;19.8;102;1;HU331;10.96;10.23
170;1750030;46.4;19.9;91;1;HU333;10.9;10.19
171;1827748;46.4;20;85;1;HU333;10.97;10.09
172;1694115;46.4;20.1;80;1;HU333;11.05;10.13
173;1648326;46.4;20.2;77;1;HU333;11.05;10.19
174;1597621;46.4;20.3;76;1;HU333;11.06;10.2
175;1617966;46.4;20.4;78;1;HU333;11.07;10.24
176;1532933;46.4;20.5;81;1;HU333;11.03;10.27
177;1751062;46.4;20.6;84;1;HU332;11.05;10.33
178;1393251;46.4;20.7;88;1;HU332;11.05;10.38
179;1807336;46.4;20.8;91;1;HU332;11;10.42
180;1493513;46.4;20.9;94;1;HU332;10.98;10.4
181;1513528;46.4;21;94;1;HU332;11.02;10.4
182;1578507;46.4;21.1;95;1;HU332;10.98;10.44
183;1680143;46.4;21.2;96;1;HU332;10.97;10.46
184;2086088;46.5;16.6;183;3;HU223;10.15;10.92
185;1859504;46.5;16.7;211;3;HU223;9.56;9.5
186;2101251;46.5;16.8;224;3;HU223;9.25;9.47
187;2035964;46.5;16.9;206;3;HU223;9.8;8.94
188;2031080;46.5;17;180;3;HU223;9.42;10.82
189;2061087;46.5;17.1;168;1;HU223;9.86;9.64
190;2046270;46.5;17.2;125;3;HU223;10.57;9.97
191;2006212;46.5;17.3;140;1;HU232;10.34;10.29
192;1890170;46.5;17.4;156;1;HU232;10.53;9.31
193;2253168;46.5;17.5;137;3;HU232;10.65;9.64
194;1860500;46.5;17.6;151;1;HU232;10.64;9.55
195;1971337;46.5;17.7;166;1;HU232;10.47;9.34
196;1986496;46.5;17.8;171;1;HU232;10.28;9.31
197;2198154;46.5;17.9;172;1;HU232;10.18;9.49
198;2137406;46.5;18;163;1;HU232;10.11;9.82
199;2082409;46.5;18.1;163;1;HU233;10.44;10.02
200;2037287;46.5;18.2;169;1;HU233;10.38;10.07
201;2122753;46.5;18.3;154;1;HU233;10.18;10.56
202;1962028;46.5;18.4;164;1;HU233;9.63;10.16
203;2047555;46.5;18.5;162;1;HU233;10.33;9.21
204;1831154;46.5;18.6;127;1;HU233;10.38;9.15
205;2113210;46.5;18.7;116;1;HU233;10.54;10.07
206;2047834;46.5;18.8;98;1;HU233;10.9;9.97
207;1977558;46.5;18.9;89;1;HU233;10.95;9.93
208;2093785;46.5;19;87;1;HU331;10.94;10.25
209;1927576;46.5;19.1;89;1;HU331;10.98;10.35
210;1841561;46.5;19.2;97;3;HU331;10.94;10.64
211;2089027;46.5;19.3;112;3;HU331;10.87;10.58
212;2169555;46.5;19.4;125;3;HU331;10.8;10.08
213;1872657;46.5;19.5;121;3;HU331;10.87;10.24
214;1832381;46.5;19.6;117;3;HU331;10.79;10.27
215;1877861;46.5;19.7;107;1;HU331;10.8;10.22
216;2073837;46.5;19.8;99;1;HU331;10.92;10.18
217;2286358;46.5;19.9;92;1;HU333;10.99;10.12
218;2134699;46.5;20;85;2;HU333;10.92;10.01
219;2220455;46.5;20.1;79;1;HU333;11.08;10.16
220;2059367;46.5;20.2;78;1;HU333;11.13;10.09
221;2190402;46.5;20.3;78;1;HU333;11.09;10.15
222;2024760;46.5;20.4;78;1;HU333;11.1;10.25
223;1893595;46.5;20.5;80;1;HU333;11.11;10.23
224;2069655;46.5;20.6;83;1;HU333;11.05;10.31
225;2241706;46.5;20.7;87;1;HU332;11.01;10.32
226;2226359;46.5;20.8;89;1;HU332;11;10.33
227;1929438;46.5;20.9;91;1;HU332;10.99;10.35
228;1934612;46.5;21;92;1;HU332;10.95;10.38
229;2176223;46.5;21.1;92;1;HU332;10.94;10.35
230;2085913;46.5;21.2;92;1;HU332;10.96;10.39
231;2754773;46.6;16.5;205;3;HU223;10.36;9.33
232;2739415;46.6;16.6;191;3;HU223;10.84;10.16
233;2622838;46.6;16.7;205;3;HU223;9.9;10
234;2482677;46.6;16.8;229;3;HU223;9.34;9.92
235;2467922;46.6;16.9;215;3;HU223;10.07;8.89
236;2592757;46.6;17;184;1;HU223;9.41;10.61
237;2507947;46.6;17.1;168;3;HU223;10.7;9.14
238;2448088;46.6;17.2;110;1;HU223;10.75;9.75
239;2448222;46.6;17.3;145;1;HU232;10.13;10.54
240;2528219;46.6;17.4;156;1;HU232;10.79;8.96
241;2478512;46.6;17.5;120;1;HU232;10.83;9.73
242;2438527;46.6;17.6;143;1;HU232;10.85;9.22
243;2398694;46.6;17.7;194;1;HU232;10.16;9.48
244;2735691;46.6;17.8;204;1;HU232;10.4;9.47
245;2463813;46.6;17.9;203;1;HU232;10.99;9.41
246;2548739;46.6;18;194;1;HU232;10.92;9.47
247;2523876;46.6;18.1;178;1;HU233;10.59;9.05
248;2543992;46.6;18.2;154;1;HU233;10.57;9.92
249;2594054;46.6;18.3;169;3;HU233;11.29;8.97
250;2444382;46.6;18.4;141;1;HU233;10.86;10.12
251;2534411;46.6;18.5;170;1;HU233;10.68;9.77
252;2499603;46.6;18.6;115;1;HU233;11.01;9.78
253;2384715;46.6;18.7;138;1;HU233;10.11;9.97
254;2454683;46.6;18.8;120;1;HU233;10.85;9.71
255;2645079;46.6;18.9;94;1;HU331;10.71;10.22
256;2524978;46.6;19;90;1;HU331;10.92;9.89
257;2435037;46.6;19.1;90;1;HU331;11.03;9.91
258;2757608;46.6;19.2;92;2;HU331;10.99;10.31
259;2375465;46.6;19.3;101;1;HU331;10.88;10.28
260;2410371;46.6;19.4;110;3;HU331;10.92;10.28
261;2590222;46.6;19.5;111;2;HU331;10.86;10.38
262;2395815;46.6;19.6;113;3;HU331;10.78;10.12
263;2615892;46.6;19.7;106;3;HU331;10.9;10.16
264;2460758;46.6;19.8;97;1;HU331;10.84;10.09
265;2361141;46.6;19.9;89;1;HU331;10.87;9.95
266;2445962;46.6;20;83;1;HU333;11.07;10.09
267;2546050;46.6;20.1;79;1;HU333;11.09;10
268;2311354;46.6;20.2;77;1;HU333;11.11;10.13
269;2601199;46.6;20.3;78;1;HU333;11.05;10.19
270;2773799;46.6;20.4;79;1;HU333;11.06;10.21
271;2366724;46.6;20.5;80;1;HU333;11.05;10.25
272;2466523;46.6;20.6;83;1;HU332;11.01;10.25
273;2601513;46.6;20.7;86;1;HU332;11;10.25
274;2759203;46.6;20.8;88;1;HU332;10.99;10.3
275;2427007;46.6;20.9;89;1;HU332;10.96;10.28
276;2317249;46.6;21;89;1;HU332;10.94;10.29
277;2457157;46.6;21.1;86;2;HU332;11.02;10.3
278;2467139;46.6;21.2;85;1;HU332;10.99;10.34
279;2652488;46.6;21.3;86;1;HU332;11.02;10.27
280;3219418;46.7;16.4;195;1;HU223;10.07;10.25
281;2964928;46.7;16.5;181;1;HU223;10.09;10.64
282;3264988;46.7;16.6;206;3;HU223;9.91;10.19
283;3249700;46.7;16.7;207;3;HU223;10.33;10.36
284;3224813;46.7;16.8;206;1;HU223;9.58;10.38
285;3080108;46.7;16.9;180;1;HU223;10.58;9.78
286;2805776;46.7;17;172;1;HU223;10;10.29
287;3100290;46.7;17.1;148;1;HU223;10.95;9
288;2900811;46.7;17.2;111;2;HU223;11.01;9.14
289;2791115;46.7;17.3;134;1;HU232;10.53;9.81
290;2791244;46.7;17.4;117;1;HU232;10.98;8.61
291;3010740;46.7;17.5;103;2;HU232;10.93;8.85
292;3215624;46.7;17.6;118;1;HU232;10.7;9.89
293;2836493;46.7;17.7;197;3;HU232;9.86;9.21
294;2786649;46.7;17.8;201;3;HU232;10.1;8.6
295;3056149;46.7;17.9;194;1;HU232;9.94;9.7
296;3011235;46.7;18;200;1;HU232;9.8;9.53
297;3026226;46.7;18.1;191;1;HU232;10.16;9.33
298;3096403;46.7;18.2;166;1;HU233;10.49;9.7
299;3106477;46.7;18.3;148;1;HU233;10.33;9.87
300;3156298;46.7;18.4;137;1;HU233;10.05;10.4
301;3076715;46.7;18.5;165;3;HU233;10.44;9.13
302;3111716;46.7;18.6;115;1;HU233;11.44;9.03
303;2957209;46.7;18.7;136;3;HU233;10.28;10.23
304;2937342;46.7;18.8;150;1;HU233;10.42;9.82
305;2887476;46.7;18.9;116;1;HU233;10.59;9.78
306;2932473;46.7;19;93;1;HU331;10.81;10.08
307;3012351;46.7;19.1;92;1;HU331;10.97;9.83
308;2952699;46.7;19.2;91;2;HU331;10.96;10.16
309;3287486;46.7;19.3;97;2;HU331;10.95;10.26
310;3002675;46.7;19.4;106;3;HU331;10.92;10.22
311;3132420;46.7;19.5;111;3;HU331;10.91;10.02
312;2948094;46.7;19.6;110;3;HU331;10.82;10.18
313;2913272;46.7;19.7;110;3;HU331;10.84;10.1
314;3102966;46.7;19.8;100;1;HU331;10.89;10.02
315;2923438;46.7;19.9;89;1;HU331;11;9.99
316;3172878;46.7;20;83;1;HU333;10.96;10.05
317;2948554;46.7;20.1;81;1;HU333;10.99;10.04
318;2958711;46.7;20.2;78;1;HU333;11.1;10.03
319;3218336;46.7;20.3;79;1;HU333;11.08;10.15
320;3278605;46.7;20.4;79;1;HU333;11.08;10.13
321;2993823;46.7;20.5;79;1;HU333;11.07;10.12
322;3143480;46.7;20.6;80;1;HU332;11.09;10.14
323;3033823;46.7;20.7;83;1;HU332;11.07;10.16
324;3259016;46.7;20.8;85;1;HU332;11.04;10.17
325;3123898;46.7;20.9;86;1;HU332;10.96;10.17
326;3289205;46.7;21;85;1;HU332;10.96;10.17
327;2979477;46.7;21.1;82;1;HU332;11.02;10.2
328;2979598;46.7;21.2;83;1;HU332;10.97;10.2
329;3224081;46.7;21.3;85;1;HU332;10.95;10.15
330;2919915;46.7;21.4;86;1;HU332;10.81;10
331;3034622;46.7;21.5;87;1;HU332;10.94;10.09
332;3375103;46.8;16.4;242;3;HU222;9.85;10.38
333;3515948;46.8;16.5;227;3;HU223;9.85;10.35
334;3741282;46.8;16.6;230;3;HU223;9.58;10.06
335;3586060;46.8;16.7;231;3;HU223;9.57;9.64
336;3771432;46.8;16.8;218;3;HU223;9.62;9.24
337;3475954;46.8;16.9;198;3;HU223;9.75;9.09
338;3500832;46.8;17;203;3;HU223;10.05;9.81
339;3295515;46.8;17.1;181;1;HU223;11.06;8.96
340;3481264;46.8;17.2;174;3;HU223;10.52;10.05
341;3481357;46.8;17.3;267;3;HU223;9.21;9.6
342;3742069;46.8;17.4;156;2;HU213;10.98;8.8
343;3727151;46.8;17.5;162;3;HU213;9.87;8.72
344;3781996;46.8;17.6;143;3;HU213;10.96;9.32
345;3366481;46.8;17.7;124;1;HU232;10.68;9.88
346;3537252;46.8;17.8;153;1;HU232;10.8;9.49
347;3371593;46.8;17.9;211;3;HU232;10.91;9.35
348;3462033;46.8;18;198;3;HU232;10.39;9.24
349;3647711;46.8;18.1;174;1;HU232;10.81;9.44
350;3707922;46.8;18.2;160;1;HU232;10.66;9.03
351;3777745;46.8;18.3;142;1;HU211;11.1;9.41
352;3397144;46.8;18.4;142;1;HU211;10.38;9.36
353;3437160;46.8;18.5;135;1;HU211;10.56;9.43
354;3357348;46.8;18.6;103;1;HU211;11.27;9.39
355;3608366;46.8;18.7;120;1;HU211;10.58;10.63
356;3563248;46.8;18.8;157;1;HU211;10.59;9.42
357;3683625;46.8;18.9;120;1;HU233;10.94;9.15
358;3312227;46.8;19;97;1;HU331;11.03;9.64
359;3568483;46.8;19.1;93;1;HU331;10.98;9.59
360;3688963;46.8;19.2;92;2;HU331;11.04;9.69
361;3528762;46.8;19.3;96;2;HU331;10.91;9.97
362;3358144;46.8;19.4;102;2;HU331;10.99;10.07
363;3558969;46.8;19.5;106;2;HU331;10.97;10.12
364;3679377;46.8;19.6;114;3;HU331;10.8;10.13
365;3609354;46.8;19.7;112;1;HU331;10.89;9.87
366;3529245;46.8;19.8;100;1;HU331;10.88;9.92
367;3589143;46.8;19.9;94;1;HU331;10.92;10.08
368;3554402;46.8;20;86;1;HU331;10.99;9.96
369;3694825;46.8;20.1;81;1;HU322;11.12;10.02
370;3689949;46.8;20.2;80;1;HU322;11.03;9.97
371;3384035;46.8;20.3;81;1;HU322;11.06;10.04
372;3428949;46.8;20.4;80;1;HU322;11.08;10.01
373;3549825;46.8;20.5;79;1;HU332;11.06;10.05
374;3399180;46.8;20.6;79;1;HU332;11.07;10.07
375;3589897;46.8;20.7;81;1;HU332;11.03;10.08
376;3530280;46.8;20.8;83;1;HU332;11.03;10.12
377;3474756;46.8;20.9;84;1;HU332;10.99;10.08
378;3545314;46.8;21;83;1;HU332;11.02;10.06
379;3615788;46.8;21.1;82;1;HU332;10.97;10.07
380;3434733;46.8;21.2;82;1;HU332;10.96;10.08
381;3565593;46.8;21.3;83;1;HU332;10.95;10.07
382;3685949;46.8;21.4;85;1;HU332;10.91;10.02
383;3360089;46.8;21.5;86;1;HU332;10.94;10.03
384;3911074;46.9;16.2;308;3;HU222;9.35;10.25
